nodeId,labels,name,preferredTerm,fsn,conceptType,synonyms,category,difficulty,cuisineType,prepTime,cookTime,servings,tags,filePath,amount,unit,isMain,description,stepNumber,methods,tools,timeEstimate
201003190,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,炒锅烧热，放入约100ml食用油，大火待油烧开，放入腌制好的鲜鸭肉，不断翻炒。,2.0,炒,"炒锅,锅铲",约5分钟
201003191,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,待鸭肉完全变色（肉眼可见泛白），放入酒，再加入200ml开水，刚好淹没鸭肉即可，盖上锅盖中火煮15分钟。,3.0,"煮,焖","炒锅,锅盖",15分钟
201003192,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,水开之后，打开锅盖放入姜蒜，翻炒一遍，盖上锅盖持续加热10分钟。,4.0,"炒,焖","炒锅,锅盖,锅铲",10分钟
201003193,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,打开锅盖放入辣椒，不断翻炒，待至肉眼可见辣椒炒软，放入鲜鸭血，此时需要不断翻炒，确保每块鸭肉和每片辣椒都有鸭血的浸润。,5.0,炒,"炒锅,锅铲",约5分钟
201003194,CookingStep,步骤6,步骤6,,CookingStep,,,,,,,,,,,,,翻炒至肉眼可见鸭血均为黑色，加入盐、鸡精、香葱，（喜欢食用山胡椒油的朋友也可以在此时放入3-6滴山胡椒油）再次翻炒一到二次即可。,6.0,炒,"炒锅,锅铲",约2分钟
201003195,CookingStep,步骤7,步骤7,,CookingStep,,,,,,,,,,,,,出锅盛盘，上桌食用。,7.0,装盘,盘子,约1分钟
201003196,Recipe,西红柿土豆炖牛肉,西红柿土豆炖牛肉,,Recipe,"[{'term': '西红柿马铃薯炖牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '西红柿土豆煲牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '西红柿土豆stewed牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'tomato土豆炖牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '西红柿洋芋炖牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '西红柿potato炖牛肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '番茄土豆炖牛肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,4.0,,约20分钟,60-90分钟,3-4人,"砂锅更佳,炖煮不扣盖,汤需温热加入,避免糊底需翻动,酱油宁少勿多,不用鸡精味精",dishes\meat_dish\西红柿土豆炖牛肉\西红柿土豆炖牛肉.md,,,,,,,,
201003197,Ingredient,牛肉,牛肉,,Ingredient,,蛋白质,,,,,,,,600,克,True,,,,,
201003198,Ingredient,葱,葱,,Ingredient,,蔬菜,,,,,,,,1,根,False,,,,,
201003199,Ingredient,姜,姜,,Ingredient,,蔬菜,,,,,,,,4,片,False,,,,,
201003200,Ingredient,料酒,料酒,,Ingredient,"[{'term': '黄酒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绍兴酒', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,35,毫升,False,,,,,
201003201,Ingredient,花椒,花椒,,Ingredient,,调料,,,,,,,,3,克,False,,,,,
201003202,Ingredient,八角,八角,,Ingredient,"[{'term': '大料', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茴香', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,0.5,个,False,,,,,
201003203,Ingredient,香叶,香叶,,Ingredient,,调料,,,,,,,,2,片,False,,,,,
201003204,Ingredient,油,油,,Ingredient,,调料,,,,,,,,15,毫升,False,,,,,
201003205,Ingredient,白糖,白糖,,Ingredient,"[{'term': '细砂糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绵白糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,适量,,False,,,,,
201003206,Ingredient,酱油,酱油,,Ingredient,,调料,,,,,,,,15,毫升,False,,,,,
201003207,Ingredient,老抽,老抽,,Ingredient,"[{'term': '深色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,适量,,False,,,,,
201003208,Ingredient,黑胡椒粉,黑胡椒粉,,Ingredient,,调料,,,,,,,,2,克,False,,,,,
201003209,Ingredient,土豆,土豆,,Ingredient,"[{'term': '马铃薯', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '洋芋', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '地蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蔬菜,,,,,,,,3,个,True,,,,,
201003210,Ingredient,西红柿,西红柿,,Ingredient,"[{'term': '番茄', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '洋柿子', 'language': 'zh', 'language_code': 'zh-CN'}]",蔬菜,,,,,,,,3,个,True,,,,,
201003211,Ingredient,洋葱,洋葱,,Ingredient,,蔬菜,,,,,,,,1,个,True,,,,,
201003212,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,土豆去皮、切成5cm大块，备用,1.0,切,"刀,案板",3-5分钟
201003213,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,西红柿切十字花刀，开水烫后去皮，去芯，切3cm小块备用,2.0,"切,烫","刀,案板,盆",5分钟
201003214,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,葱切4g葱花，其余掰成5-8cm大段；洋葱切0.5-1cm小粒,3.0,切,"刀,案板",3分钟
201003215,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,牛肉泡凉水半小时去血水，或凉水下锅煮至表面变白捞出，期间撇去浮沫,4.0,焯水,"锅,漏勺",10分钟
201003216,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,凉水没过牛肉，放入高压锅，加葱段、姜片、20g料酒，上汽压20分钟,5.0,炖,高压锅,20分钟
201003217,CookingStep,步骤6,步骤6,,CookingStep,,,,,,,,,,,,,取出牛肉切5cm大块，挑出姜片，汤盛碗备用,6.0,切,"刀,案板,碗",2分钟
201003218,CookingStep,步骤7,步骤7,,CookingStep,,,,,,,,,,,,,锅中倒油，油4-5成热下花椒、八角、香叶，出香味后捞出不用,7.0,炒,"炒锅,锅铲",30秒
201003219,CookingStep,步骤8,步骤8,,CookingStep,,,,,,,,,,,,,下牛肉、葱姜炒香，必要时加少量牛肉汤防糊,8.0,炒,"炒锅,锅铲",2-3分钟
201003220,CookingStep,步骤9,步骤9,,CookingStep,,,,,,,,,,,,,加生抽15ml、料酒15ml、胡椒粉、5-10g番茄酱或番茄罐头，加洋葱炒至透明,9.0,炒,"炒锅,锅铲",2-3分钟
201003221,CookingStep,步骤10,步骤10,,CookingStep,,,,,,,,,,,,,加入西红柿炒至软烂，倒入剩余牛肉汤,10.0,"炒,炖","炒锅,锅铲",3-5分钟
201003222,CookingStep,步骤11,步骤11,,CookingStep,,,,,,,,,,,,,中火开锅后转小火，出锅前30-40分钟加入土豆并调味，边尝边加糖盐,11.0,"炖,调味","锅,筷子",30-40分钟
201003223,CookingStep,步骤12,步骤12,,CookingStep,,,,,,,,,,,,,筷子能轻松戳透牛肉时即可关火出锅,12.0,检查,筷子,1分钟
201003224,Recipe,西红柿牛腩,西红柿牛腩,,Recipe,"[{'term': 'tomato牛腩', 'language': 'en', 'language_code': 'en-US'}, {'term': '番茄牛腩', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,5.0,,20分钟,90分钟,1份,"用火注意安全,砂锅/铝锅炖肉时水开后转中小火/小火,番茄去皮方法：十字刀+小火旋转烤,不用番茄酱，少加佐料，还原食材原味",dishes\meat_dish\西红柿牛腩\西红柿牛腩.md,,,,,,,,
201003225,Ingredient,西红柿,西红柿,,Ingredient,"[{'term': '番茄', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '洋柿子', 'language': 'zh', 'language_code': 'zh-CN'}]",蔬菜,,,,,,,,3.5,个,True,,,,,
201003226,Ingredient,牛腩,牛腩,,Ingredient,,蛋白质,,,,,,,,500,克,True,,,,,
201003227,Ingredient,食用油,食用油,,Ingredient,,调料,,,,,,,,25,毫升,False,,,,,
201003228,Ingredient,葱段,葱段,,Ingredient,,调料,,,,,,,,2,段,False,,,,,
201003229,Ingredient,姜片,姜片,,Ingredient,,调料,,,,,,,,2,片,False,,,,,
201003230,Ingredient,葱花,葱花,,Ingredient,,调料,,,,,,,,10,克,False,,,,,
201003231,Ingredient,姜,姜,,Ingredient,,调料,,,,,,,,10,克,False,,,,,
201003232,Ingredient,生抽,生抽,,Ingredient,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,适量,,False,,,,,
201003233,Ingredient,白胡椒粉,白胡椒粉,,Ingredient,,调料,,,,,,,,适量,,False,,,,,
201003234,Ingredient,白糖,白糖,,Ingredient,"[{'term': '细砂糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绵白糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,适量,,False,,,,,
201003235,Ingredient,料酒/黄酒,料酒/黄酒,,Ingredient,,调料,,,,,,,,7.5,毫升,False,,,,,
201003236,Ingredient,八角,八角,,Ingredient,"[{'term': '大料', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茴香', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,3,小片,False,,,,,
201003237,Ingredient,盐,盐,,Ingredient,,调料,,,,,,,,适量,,False,,,,,
201003238,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,牛腩切条、切块成长宽高均2cm，冷水下锅，开锅煮制2分钟去除血水，捞出冲洗干净,1.0,"切,煮","刀,案板,锅",2分钟
201003239,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,另起锅2L水烧开，加入2cm两段葱段、两片姜片、八角、料酒5-10ml，放入焯好的牛肉，盖盖炖制（砂锅1小时，高压锅炖肉模式45分钟），筷子能轻松插透就证明炖好了,2.0,炖,"砂锅/高压锅/铝锅,筷子",45-60分钟
201003240,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,西红柿去皮：西红柿头部滑十字至腰线，筷子/刀叉从果蒂捅入，煤气灶小火，一边转动一边烤，及时拿下来查看，起皮后撕下来，切块。越小越好,3.0,"烤,切","刀,筷子/刀叉,煤气灶",5分钟
201003241,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,起锅烧油，油温7成热，葱、姜各10g，番茄下锅，炒透炒出番茄红色，加入煮好的牛腩和原汤，原汤刚刚没过牛肉即可,4.0,炒,"炒锅,锅铲",5分钟
201003242,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,根据个人口味放入盐、糖、生抽调味盖盖,5.0,调味,锅铲,1分钟
201003243,CookingStep,步骤6,步骤6,,CookingStep,,,,,,,,,,,,,开锅后大火继续炒制3-5分钟,6.0,炒,锅铲,3-5分钟
201003244,CookingStep,步骤7,步骤7,,CookingStep,,,,,,,,,,,,,待番茄汁呈中等粘稠程度后关火，散入葱花，盛盘,7.0,"收汁,装盘",锅铲,1分钟
201003245,Recipe,豆豉鲮鱼油麦菜,豆豉鲮鱼油麦菜,,Recipe,,荤菜,2.0,粤菜,5分钟,5分钟,2人份,鲮鱼罐头本身带味道，加入生抽后够味，无需下盐,dishes\meat_dish\豆豉鲮鱼油麦菜\豆豉鲮鱼油麦菜.md,,,,,,,,
201003246,Ingredient,油麦菜,油麦菜,,Ingredient,,蔬菜,,,,,,,,500,g,True,,,,,
201003247,Ingredient,甘竹牌鲮鱼罐头,甘竹牌鲮鱼罐头,,Ingredient,,蛋白质,,,,,,,,250,g,True,,,,,
201003248,Ingredient,蒜,蒜,,Ingredient,,调料,,,,,,,,4,瓣,False,,,,,
201003249,Ingredient,生抽,生抽,,Ingredient,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,20,g,False,,,,,
201003250,Ingredient,白糖,白糖,,Ingredient,"[{'term': '细砂糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绵白糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,3,g,False,,,,,
201003251,Ingredient,食用油,食用油,,Ingredient,,调料,,,,,,,,15,ml,False,,,,,
201003252,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,油麦菜洗净后切段；鲮鱼罐头打开后，把鲮鱼主刺去除，切成小段后备用；大蒜切成末。,1.0,切,"刀,案板",3分钟
201003253,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,锅热倒入食用油，油热后加入洗净的油麦菜，炒到萎蔫出水后盛出备用，倒掉炒制出的水分。,2.0,炒,"炒锅,锅铲",1分钟
201003254,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,重新热锅后，加入鲮鱼罐头中的油，放入蒜末煸香。,3.0,煸,"炒锅,锅铲",30秒
201003255,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,蒜末煸香后加入鲮鱼罐头中的豆豉，翻拌后加入切碎的鲮鱼块，再次翻拌。,4.0,翻拌,锅铲,30秒
201003256,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,翻拌均匀后加入油麦菜，加入生抽和糖调味，简单翻拌即可出锅装盘。,5.0,翻拌,锅铲,30秒
201003257,Recipe,豉汁蒸白鱔,豉汁蒸白鱔,,Recipe,"[{'term': '豉汁清蒸白鱔', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '豉汁steamed白鱔', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3.0,粤菜,约10分钟,8-10分钟,1人份,"确保白鱔新鲜,蒸制时间不宜过长,可加少许米酒增嫩,可加入辣椒或XO酱变味",dishes\meat_dish\豉汁蒸白鱔\豉汁蒸白鱔食谱.md,,,,,,,,
201003258,Ingredient,白鱔,白鱔,,Ingredient,,蛋白质,,,,,,,,250,g,True,,,,,
201003259,Ingredient,豆豉,豆豉,,Ingredient,,调料,,,,,,,,1,汤匙,False,,,,,
201003260,Ingredient,蒜头,蒜头,,Ingredient,,调料,,,,,,,,2,瓣,False,,,,,
201003261,Ingredient,姜,姜,,Ingredient,,调料,,,,,,,,3,片,False,,,,,
201003262,Ingredient,葱,葱,,Ingredient,,蔬菜,,,,,,,,1,根,False,,,,,
201003263,Ingredient,生抽,生抽,,Ingredient,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,1.5,汤匙,False,,,,,
201003264,Ingredient,老抽,老抽,,Ingredient,"[{'term': '深色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,0.5,茶匙,False,,,,,
201003265,Ingredient,糖,糖,,Ingredient,,调料,,,,,,,,0.5,茶匙,False,,,,,
201003266,Ingredient,麻油,麻油,,Ingredient,,调料,,,,,,,,0.5,茶匙,False,,,,,
201003267,Ingredient,生粉,生粉,,Ingredient,,淀粉类,,,,,,,,1,茶匙,False,,,,,
201003268,Ingredient,水,水,,Ingredient,,其他,,,,,,,,1,汤匙,False,,,,,
201003269,Ingredient,红椒,红椒,,Ingredient,,蔬菜,,,,,,,,少许,,False,,,,,
201003270,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,检查与清洗白鱔：购买时已请鱼贩去内脏、刮去黏液并切成约5厘米长的段；回家后检查白鱔，冲洗干净，确保无残留黏液或杂质；可选：用少许盐和1茶匙生粉轻搓白鱔段，腌制5分钟后冲洗干净，去腥并增加嫩滑口感。,1.0,"腌制,清洗","刀,砧板,盆",5分钟
201003271,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,准备酱汁：在小碗中混合1汤匙豆豉、2瓣蒜末、1.5汤匙生抽、0.5茶匙老抽、0.5茶匙糖、0.5茶匙麻油和1汤匙水，搅拌均匀；若喜欢更浓郁的豉汁，可多加0.5汤匙豆豉。,2.0,"混合,搅拌","小碗,汤匙,茶匙",2分钟
201003272,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,摆盘：将已切好的白鱔段平铺在耐热盘中，尽量不重叠；将姜丝均匀撒在白鱔上；将调好的豉汁均匀淋在白鱔上。,3.0,摆盘,耐热盘,2分钟
201003273,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,蒸制：在蒸锅或电蒸炉中加入适量水，烧开至沸腾；将装有白鱔的盘子放入蒸锅，盖上锅盖；用中大火蒸约8-10分钟（视白鱔段大小调整时间），至白鱔熟透但不过老（肉质变白，无血水）。,4.0,蒸,蒸锅或电蒸炉,8-10分钟
201003274,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,装饰与完成：蒸好后取出，撒上葱丝和红椒丝（可选）作装饰；可再淋少许热麻油提升香气；趁热上桌，搭配白饭享用。,5.0,"装饰,淋油","蒸锅,汤匙",1分钟
201003275,Recipe,贵州辣子鸡,贵州辣子鸡,,Recipe,,荤菜,4.0,黔菜,约20分钟（切鸡、土豆、姜蒜、蒜苗等）,约40分钟（炸土豆、炸鸡、炒料、焖煮）,3-4人,糍粑辣椒易糊需勤翻炒,dishes\meat_dish\贵州辣子鸡\贵州辣子鸡.md,,,,,,,,
201003276,Ingredient,农村玉米鸡,农村玉米鸡,,Ingredient,,蛋白质,,,,,,,,4,斤,True,,,,,
201003277,Ingredient,啤酒,啤酒,,Ingredient,,调料,,,,,,,,0.5,瓶,False,,,,,
201003278,Ingredient,姜,姜,,Ingredient,,调料,,,,,,,,2,个,False,,,,,
201003279,Ingredient,糍粑辣椒,糍粑辣椒,,Ingredient,,调料,,,,,,,,500,克,False,,,,,
201003280,Ingredient,蒜苗,蒜苗,,Ingredient,,蔬菜,,,,,,,,3,根,False,,,,,
201003281,Ingredient,香叶,香叶,,Ingredient,,调料,,,,,,,,2,片,False,,,,,
201003282,Ingredient,大蒜,大蒜,,Ingredient,,调料,,,,,,,,2,个,False,,,,,
201003283,Ingredient,土豆,土豆,,Ingredient,"[{'term': '马铃薯', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '洋芋', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '地蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",淀粉类,,,,,,,,2,个,False,,,,,
201003284,Ingredient,菜籽油,菜籽油,,Ingredient,,调料,,,,,,,,2,斤,False,,,,,
201003285,Ingredient,老抽,老抽,,Ingredient,"[{'term': '深色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,20,毫升,False,,,,,
201003286,Ingredient,花椒,花椒,,Ingredient,,调料,,,,,,,,适量,,False,,,,,
201003287,Ingredient,豆瓣酱,豆瓣酱,,Ingredient,,调料,,,,,,,,适量,,False,,,,,
201003288,Ingredient,酒糟,酒糟,,Ingredient,,调料,,,,,,,,适量,,False,,,,,
201003289,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,锅中倒入约锅一半高度的菜籽油，将切成长条的土豆炸至表面金黄后捞出备用。,1.0,炸,"锅,筷子或漏勺",约3-5分钟
201003290,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,油温升至烤手程度，放入切好的鸡块、生姜片、花椒，炸至油变清澈后捞出鸡块备用。,2.0,炸,"锅,筷子或漏勺",约8-10分钟
201003291,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,将锅内约三分之一的油盛出备用。,3.0,捞油,"锅铲,容器",约30秒
201003292,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,锅中留余油，加入糍粑辣椒、豆瓣酱、生姜片，炒出红油后倒入炸好的鸡块翻炒均匀。,4.0,炒,"锅,锅铲",约2-3分钟
201003293,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,鸡块上色后加入老抽，倒入啤酒没过鸡块，放入香叶，加盖焖10分钟，期间间隔翻炒。,5.0,"焖,翻炒","锅,锅盖,锅铲",10分钟
201003294,CookingStep,步骤6,步骤6,,CookingStep,,,,,,,,,,,,,加入土豆条和整颗大蒜，再焖20分钟。,6.0,焖,"锅,锅盖",20分钟
201003295,CookingStep,步骤7,步骤7,,CookingStep,,,,,,,,,,,,,最后加入酒糟翻炒均匀，放入切好的蒜苗，即可出锅。,7.0,炒,"锅,锅铲",约1分钟
201003296,Recipe,酱排骨,酱排骨,,Recipe,,荤菜,4.0,,约5分钟,约45分钟,1人份,"可加豆瓣酱、番茄酱增味,煮排骨时间可调整,可加入鸡蛋做卤蛋",dishes\meat_dish\酱排骨\酱排骨.md,,,,,,,,
201003297,Ingredient,排骨,排骨,,Ingredient,,蛋白质,,,,,,,,300,g,True,,,,,
201003298,Ingredient,五香粉,五香粉,,Ingredient,,调料,,,,,,,,20,g,False,,,,,
201003299,Ingredient,料酒,料酒,,Ingredient,"[{'term': '黄酒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绍兴酒', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,ml,False,,,,,
201003300,Ingredient,食用油,食用油,,Ingredient,,调料,,,,,,,,30,ml,False,,,,,
201003301,Ingredient,白砂糖,白砂糖,,Ingredient,,调料,,,,,,,,15,g,False,,,,,
201003302,Ingredient,老抽,老抽,,Ingredient,"[{'term': '深色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,ml,False,,,,,
201003303,Ingredient,生抽,生抽,,Ingredient,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,ml,False,,,,,
201003304,Ingredient,蚝油,蚝油,,Ingredient,,调料,,,,,,,,5,ml,False,,,,,
201003305,Ingredient,小米椒,小米椒,,Ingredient,,蔬菜,,,,,,,,1,个,False,,,,,
201003306,Ingredient,蒜,蒜,,Ingredient,,蔬菜,,,,,,,,2,粒,False,,,,,
201003307,Ingredient,姜,姜,,Ingredient,,蔬菜,,,,,,,,2,片,False,,,,,
201003308,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,起锅烧热水，放入排骨、姜片、料酒，煮开后用勺子舀去白色油沫，2-3 分钟后出锅,1.0,煮,"锅,勺子",2-3分钟
201003309,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,冷水清洗排骨，清洗 2-3 遍,2.0,清洗,盆,
201003310,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,小火起锅，加入食用油，加入白砂糖，轻轻搅拌到糖水变成黄色,3.0,炒糖色,"锅,锅铲",
201003311,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,倒入排骨翻炒30秒后，加入生抽、蚝油、五香粉、蒜、小米椒后翻炒30秒后，加入清水没过排骨,4.0,炒,"锅,锅铲",约1分钟
201003312,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,大火煮30分钟，加入老抽上色，再煮10分钟,5.0,煮,锅,40分钟
201003313,CookingStep,步骤6,步骤6,,CookingStep,,,,,,,,,,,,,起锅摆盘,6.0,装盘,盘,
201003314,Recipe,酱牛肉,酱牛肉,,Recipe,,荤菜,5.0,,4-6小时（浸泡去血水）,3小时（焯水3分钟+小火炖煮180分钟）,每份,"观察水位线,每30分钟加水至没过食材",dishes\meat_dish\酱牛肉\酱牛肉.md,,,,,,,,
201003315,Ingredient,牛肉,牛肉,,Ingredient,,蛋白质,,,,,,,,2000,克,True,,,,,
201003316,Ingredient,香叶,香叶,,Ingredient,,调料,,,,,,,,1,片,False,,,,,
201003317,Ingredient,姜,姜,,Ingredient,,调料,,,,,,,,3,片,False,,,,,
201003318,Ingredient,葱,葱,,Ingredient,,蔬菜,,,,,,,,0.5,根,False,,,,,
201003319,Ingredient,老抽,老抽,,Ingredient,"[{'term': '深色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,15,毫升,False,,,,,
201003320,Ingredient,桂皮,桂皮,,Ingredient,,调料,,,,,,,,1,块,False,,,,,
201003321,Ingredient,冰糖,冰糖,,Ingredient,"[{'term': '冰片糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '块糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,7,粒,False,,,,,
201003322,Ingredient,花椒,花椒,,Ingredient,,调料,,,,,,,,15,粒,False,,,,,
201003323,Ingredient,料酒,料酒,,Ingredient,"[{'term': '黄酒', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '绍兴酒', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,30,毫升,False,,,,,
201003324,Ingredient,生抽,生抽,,Ingredient,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,15,毫升,False,,,,,
201003325,Ingredient,盐,盐,,Ingredient,,调料,,,,,,,,8,克,False,,,,,
201003326,Ingredient,八角,八角,,Ingredient,"[{'term': '大料', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茴香', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,4,个,False,,,,,
201003327,Ingredient,黄豆酱,黄豆酱,,Ingredient,,调料,,,,,,,,15,毫升,False,,,,,
201003328,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,牛肉浸泡 4-6 小时，加料酒、姜片，去除血水,1.0,腌制,盆,4-6小时
201003329,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,牛肉切成 8cm，不超过 10cm 的肉块,2.0,切,"刀,案板",
201003330,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,牛肉放入锅中，加入冷水至水面没过牛肉，开锅至水沸腾开始计时，3 分钟后停火，捞出牛肉，用温水洗净,3.0,"焯水,煮",锅,3分钟
201003331,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,将洗净后的牛肉放入砂锅或炖锅，加水没过牛肉，开大火，放入除盐之外的其他配料,4.0,炖,"砂锅,炖锅",
201003332,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,水开之后，大火转为小火，持续加热 90 分钟，加盐,5.0,炖,"砂锅,炖锅",90分钟
201003333,CookingStep,步骤6,步骤6,,CookingStep,,,,,,,,,,,,,加盐后，继续小火 90 分钟（注：每 30 分钟确认水位线，要求至少达到牛肉面高度的 80%）,6.0,炖,"砂锅,炖锅",90分钟
201003334,CookingStep,步骤7,步骤7,,CookingStep,,,,,,,,,,,,,加热 180 分钟后，捞出牛肉，自然冷却，切片,7.0,"冷却,切","刀,案板",
201003335,CookingStep,步骤8,步骤8,,CookingStep,,,,,,,,,,,,,上桌食用，其他牛肉建议不切片冷藏,8.0,冷藏,,
201003336,Recipe,醉排骨,醉排骨,,Recipe,,荤菜,4.0,闽菜,约10分钟（清洗、腌制）,约5分钟（两次油炸）,1人份,"鱼露可用生抽代替,正常成品应为金黄色,福建传统名菜",dishes\meat_dish\醉排骨\醉排骨.md,,,,,,,,
201003337,Ingredient,排骨,排骨,,Ingredient,,蛋白质,,,,,,,,200,g,True,,,,,
201003338,Ingredient,白砂糖,白砂糖,,Ingredient,,调料,,,,,,,,10,g,False,,,,,
